,user_id,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,location,default_profile,default_profile_image,profile_banner_url,profile_image_url_https,verified,timestamp,Alvo,age,size_description,in_following_followers,size_sname,size_name,in_number_sname
279,63579810,4,11,173,0,0,1,1,1,1,1,1,1,2009-08-07 02:04:47,1,457,0,15.727272727272727,12,1,0.0
280,63857144,126,304,1020,0,3,1,1,1,1,1,1,1,2009-08-08 01:49:43,1,456,0,3.3552631578947367,10,1,0.0
281,63871003,629,1346,2001,0,3,1,1,1,1,1,1,1,2009-08-08 03:09:59,1,456,0,1.486627043090639,12,1,0.0
282,63901521,21,682,2001,0,0,1,1,1,1,1,1,1,2009-08-08 06:03:58,1,456,0,2.934017595307918,11,1,0.0
283,64148519,2,97,677,0,0,1,1,1,1,1,1,1,2009-08-09 12:00:48,1,454,0,6.979381443298969,12,1,0.0
284,64152501,8,43,481,0,2,1,1,1,1,1,1,1,2009-08-09 12:37:54,1,454,0,11.186046511627907,12,1,0.0
285,64222725,228,2936,3477,0,6,1,1,1,1,1,1,1,2009-08-09 20:24:12,1,454,0,1.1842643051771118,11,1,0.0
286,64223014,5,49,1499,0,1,1,1,1,1,1,1,1,2009-08-09 20:25:48,1,454,0,30.591836734693878,13,1,0.0
287,64244316,4,40,1424,0,2,1,1,1,1,1,1,1,2009-08-09 22:16:39,1,454,0,35.6,13,1,0.0
288,64293872,5,41,1435,0,0,1,1,1,1,1,1,1,2009-08-10 02:34:53,1,454,0,35.0,13,1,0.0
289,64297402,42,821,1977,0,4,1,1,1,1,1,1,1,2009-08-10 02:53:48,1,454,0,2.408038976857491,10,1,0.0
290,64310675,6,70,446,0,7,1,1,1,1,1,1,1,2009-08-10 04:00:38,1,454,0,6.371428571428571,11,1,0.0
291,64343774,10,48,429,0,0,1,1,1,1,1,1,1,2009-08-10 07:35:54,1,454,0,8.9375,11,1,0.0
292,64460373,3,77,1545,0,0,1,1,1,1,1,1,1,2009-08-10 19:33:42,1,453,0,20.064935064935064,13,1,0.0
293,64473068,2,36,1418,0,0,1,1,1,1,1,1,1,2009-08-10 20:23:12,1,453,0,39.388888888888886,13,1,0.0
294,64489557,3,68,1485,0,1,1,1,1,1,1,1,1,2009-08-10 21:27:57,1,453,0,21.83823529411765,13,1,0.0
295,64510428,3,50,1444,0,1,1,1,1,1,1,1,1,2009-08-10 22:48:31,1,453,0,28.88,13,1,0.0
296,64535153,5070,1741,2301,8,15,1,1,1,1,1,1,1,2009-08-11 00:27:15,1,453,0,1.32165422171166,6,1,0.0
297,64625268,2,57,1475,0,1,1,1,1,1,1,1,1,2009-08-11 06:29:04,1,453,0,25.87719298245614,13,1,0.0
298,64631194,5,35,365,0,0,1,1,1,1,1,1,1,2009-08-11 07:01:28,1,453,0,10.428571428571429,12,1,0.0
299,64633398,2,61,1455,0,1,1,1,1,1,1,1,1,2009-08-11 07:14:23,1,453,0,23.852459016393443,13,1,0.0
300,64636395,2,42,1449,0,0,1,1,1,1,1,1,1,2009-08-11 07:31:35,1,453,0,34.5,13,1,0.0
301,64645992,2,105,752,0,0,1,1,1,1,1,1,1,2009-08-11 08:32:10,1,453,0,7.161904761904762,9,1,0.0
302,64646242,3,45,1242,0,0,1,1,1,1,1,1,1,2009-08-11 08:33:43,1,453,0,27.6,13,1,0.0
303,64646508,2,106,601,0,0,1,1,1,1,1,1,1,2009-08-11 08:35:18,1,453,0,5.669811320754717,13,1,0.0
304,64653115,3,95,719,0,1,1,1,1,1,1,1,1,2009-08-11 09:18:50,1,453,0,7.568421052631579,11,1,0.0
305,64653363,2,43,1388,0,0,1,1,1,1,1,1,1,2009-08-11 09:20:31,1,453,0,32.27906976744186,13,1,0.0
306,64669097,3,66,1428,0,0,1,1,1,1,1,1,1,2009-08-11 11:11:36,1,452,0,21.636363636363637,13,1,0.0
307,64672291,2,44,1460,0,0,1,1,1,1,1,1,1,2009-08-11 11:34:33,1,452,0,33.18181818181818,13,1,0.0
308,64725115,17,146,499,0,0,1,1,1,1,1,1,1,2009-08-11 16:20:15,1,452,105,3.4178082191780823,8,1,0.0
309,64769932,2,61,1477,0,0,1,1,1,1,1,1,1,2009-08-11 19:13:25,1,452,0,24.21311475409836,13,1,0.0
310,64927043,3,69,1530,0,0,1,1,1,1,1,1,1,2009-08-12 05:45:54,1,452,0,22.17391304347826,13,1,0.0
311,64935032,3,78,1525,0,0,1,1,1,1,1,1,1,2009-08-12 06:20:43,1,452,0,19.55128205128205,13,1,0.0
312,64948442,9,152,603,0,2,1,1,1,1,1,1,1,2009-08-12 07:23:05,1,452,0,3.9671052631578947,12,1,0.0
313,64956183,3,63,1507,0,0,1,1,1,1,1,1,1,2009-08-12 08:04:14,1,452,0,23.92063492063492,13,1,0.0
314,64957800,2,52,1318,0,0,1,1,1,1,1,1,1,2009-08-12 08:13:09,1,452,0,25.346153846153847,13,1,0.0
315,64966850,3,60,1510,0,0,1,1,1,1,1,1,1,2009-08-12 09:04:17,1,452,0,25.166666666666668,13,1,0.0
316,64972830,2,63,1467,0,0,1,1,1,1,1,1,1,2009-08-12 09:39:53,1,452,0,23.285714285714285,13,1,0.0
317,64973721,2,52,1515,0,1,1,1,1,1,1,1,1,2009-08-12 09:45:27,1,452,0,29.134615384615383,13,1,0.0
318,64982724,1,119,673,0,2,1,1,1,1,1,1,1,2009-08-12 10:39:20,1,452,0,5.65546218487395,9,1,0.0
319,64985685,79,1198,1980,0,5,1,1,1,1,1,1,1,2009-08-12 10:56:52,1,452,0,1.652754590984975,13,1,0.0
320,64987143,1,62,1489,0,0,1,1,1,1,1,1,1,2009-08-12 11:06:13,1,452,0,24.016129032258064,13,1,0.0
321,64987715,3,54,1447,0,1,1,1,1,1,1,1,1,2009-08-12 11:10:02,1,452,0,26.796296296296298,13,1,0.0
322,64993626,2,59,1388,0,0,1,1,1,1,1,1,1,2009-08-12 11:47:32,1,451,0,23.52542372881356,13,1,0.0
323,64995824,2,59,1517,0,0,1,1,1,1,1,1,1,2009-08-12 12:02:11,1,451,0,25.71186440677966,13,1,0.0
324,65003677,2,55,1546,0,1,1,1,1,1,1,1,1,2009-08-12 12:52:07,1,451,0,28.10909090909091,13,1,0.0
325,65018762,2,47,1441,0,1,1,1,1,1,1,1,1,2009-08-12 14:17:10,1,451,0,30.659574468085108,13,1,0.0
326,65027217,2,60,1475,0,1,1,1,1,1,1,1,1,2009-08-12 14:56:49,1,451,0,24.583333333333332,13,1,0.0
327,65031866,2,60,1445,0,0,1,1,1,1,1,1,1,2009-08-12 15:16:42,1,451,0,24.083333333333332,13,1,0.0
328,65177403,479,899,1191,1,7,1,1,1,1,1,1,1,2009-08-13 00:06:34,1,451,57,1.324805339265851,10,1,0.0
329,65231459,2,49,1475,0,0,1,1,1,1,1,1,1,2009-08-13 03:31:25,1,451,0,30.102040816326532,13,1,0.0
330,65236671,2,39,1458,0,0,1,1,1,1,1,1,1,2009-08-13 03:52:45,1,451,0,37.38461538461539,13,1,0.0
331,65253482,3,64,1514,0,0,1,1,1,1,1,1,1,2009-08-13 04:58:19,1,451,0,23.65625,13,1,0.0
332,65257967,3,49,1468,0,0,1,1,1,1,1,1,1,2009-08-13 05:16:54,1,451,0,29.959183673469386,13,1,0.0
333,65258782,3,44,1422,0,3,1,1,1,1,1,1,1,2009-08-13 05:20:12,1,451,0,32.31818181818182,13,1,0.0
334,65268327,3,51,1497,0,0,1,1,1,1,1,1,1,2009-08-13 06:00:55,1,451,0,29.352941176470587,13,1,0.0
335,65273246,3,57,1411,0,0,1,1,1,1,1,1,1,2009-08-13 06:24:09,1,451,0,24.75438596491228,13,1,0.0
336,65273461,3,66,1512,0,0,1,1,1,1,1,1,1,2009-08-13 06:25:10,1,451,0,22.90909090909091,13,1,0.0
337,65274458,3,47,1467,0,0,1,1,1,1,1,1,1,2009-08-13 06:29:49,1,451,0,31.21276595744681,13,1,0.0
338,65296854,2,127,684,0,0,1,1,1,1,1,1,1,2009-08-13 08:30:40,1,451,0,5.3858267716535435,9,1,0.0
339,65300197,3,54,1476,0,0,1,1,1,1,1,1,1,2009-08-13 08:50:55,1,451,0,27.333333333333332,13,1,0.0
340,65301068,2,114,581,0,1,1,1,1,1,1,1,1,2009-08-13 08:56:01,1,451,0,5.0964912280701755,9,1,0.0
341,65302410,1,82,749,0,2,1,1,1,1,1,1,1,2009-08-13 09:04:07,1,451,0,9.134146341463415,9,1,0.0
342,65302431,2,147,743,0,0,1,1,1,1,1,1,1,2009-08-13 09:04:13,1,451,0,5.054421768707483,10,1,0.0
343,65332295,2,54,1469,0,1,1,1,1,1,1,1,1,2009-08-13 12:14:09,1,450,0,27.203703703703702,13,1,0.0
344,65332940,2,56,1511,0,0,1,1,1,1,1,1,1,2009-08-13 12:19:15,1,450,0,26.982142857142858,13,1,0.0
345,65354068,7,93,345,0,0,1,1,1,1,1,1,1,2009-08-13 14:46:57,1,450,0,3.7096774193548385,11,1,0.0
346,65535523,1,64,214,0,0,1,1,1,1,1,1,1,2009-08-14 04:14:02,1,450,0,3.34375,8,1,0.0
347,65574379,2,112,586,0,2,1,1,1,1,1,1,1,2009-08-14 07:52:45,1,450,0,5.232142857142857,10,1,0.0
348,65576451,2,134,682,0,0,1,1,1,1,1,1,1,2009-08-14 08:08:05,1,450,0,5.08955223880597,11,1,0.0
349,65732429,36,741,580,0,2,1,1,1,1,1,1,1,2009-08-14 22:51:20,1,449,0,0.7827260458839406,14,1,0.0
350,65965143,2,55,425,0,1,1,1,1,1,1,1,1,2009-08-15 21:55:41,1,448,0,7.7272727272727275,13,1,0.0
351,65966240,2,62,532,0,0,1,1,1,1,1,1,1,2009-08-15 22:01:26,1,448,0,8.580645161290322,12,1,0.0
352,65968933,1,89,610,0,0,1,1,1,1,1,1,1,2009-08-15 22:15:39,1,448,0,6.853932584269663,9,1,0.0
353,65969252,2,76,542,0,0,1,1,1,1,1,1,1,2009-08-15 22:17:23,1,448,0,7.131578947368421,9,1,0.0
354,66013875,8,1961,1943,0,20,1,1,1,1,1,1,1,2009-08-16 02:40:55,1,448,71,0.9908210096889342,12,1,0.0
355,66026046,16,3305,3294,0,30,1,1,1,1,1,1,1,2009-08-16 03:53:41,1,448,158,0.9966717095310136,13,1,0.0
356,66060473,3,56,1452,0,0,1,1,1,1,1,1,1,2009-08-16 07:26:47,1,448,0,25.928571428571427,13,1,0.0
357,66086468,5,14,180,0,0,1,1,1,1,1,1,1,2009-08-16 11:16:04,1,447,0,12.857142857142858,11,1,0.0
358,66168299,1,20,754,0,0,1,1,1,1,1,1,1,2009-08-16 20:51:43,1,447,0,37.7,13,1,0.0
359,66168720,1,28,786,0,0,1,1,1,1,1,1,1,2009-08-16 20:54:02,1,447,0,28.071428571428573,13,1,0.0
360,66203558,1,25,745,0,0,1,1,1,1,1,1,1,2009-08-17 00:02:23,1,447,0,29.8,13,1,0.0
361,66208602,1,67,229,0,0,1,1,1,1,1,1,1,2009-08-17 00:30:48,1,447,0,3.417910447761194,9,1,0.0
362,66228550,1,32,723,0,1,1,1,1,1,1,1,1,2009-08-17 02:23:04,1,447,0,22.59375,13,1,0.0
363,66286914,1,22,758,0,0,1,1,1,1,1,1,1,2009-08-17 07:33:24,1,447,0,34.45454545454545,13,1,0.0
364,66288366,8,35,331,0,1,1,1,1,1,1,1,1,2009-08-17 07:42:28,1,447,0,9.457142857142857,10,1,0.0
365,66582238,1,194,657,0,1,1,1,1,1,1,1,1,2009-08-18 05:22:39,1,446,0,3.38659793814433,10,1,0.0
366,66812868,173,753,1900,0,2,1,1,1,1,1,1,1,2009-08-18 23:48:57,1,445,0,2.5232403718459495,10,1,0.0
367,67004994,10,87,802,0,2,1,1,1,1,1,1,1,2009-08-19 15:53:33,1,444,0,9.218390804597702,12,1,0.0
368,67242514,1,80,496,0,0,1,1,1,1,1,1,1,2009-08-20 07:55:32,1,444,0,6.2,9,1,0.0
369,67242807,1,79,515,0,0,1,1,1,1,1,1,1,2009-08-20 07:57:30,1,444,0,6.518987341772152,11,1,0.0
370,67243343,1,97,589,0,0,1,1,1,1,1,1,1,2009-08-20 08:00:57,1,444,0,6.072164948453608,11,1,0.0
371,67243652,1,116,515,0,1,1,1,1,1,1,1,1,2009-08-20 08:03:05,1,444,0,4.439655172413793,9,1,0.0
372,67243929,1,79,495,0,0,1,1,1,1,1,1,1,2009-08-20 08:04:56,1,444,0,6.265822784810126,10,1,0.0
373,67250073,1,134,777,0,4,1,1,1,1,1,1,1,2009-08-20 08:45:54,1,444,0,5.798507462686567,9,1,0.0
374,67250654,1,188,602,0,0,1,1,1,1,1,1,1,2009-08-20 08:49:52,1,444,0,3.202127659574468,11,1,0.0
375,67252490,1,108,758,0,0,1,1,1,1,1,1,1,2009-08-20 09:03:09,1,444,0,7.018518518518518,11,1,0.0
376,67271221,1,150,527,0,0,1,1,1,1,1,1,1,2009-08-20 11:16:30,1,443,0,3.513333333333333,9,1,0.0
377,67287406,6,141,737,0,0,1,1,1,1,1,1,1,2009-08-20 13:10:05,1,443,0,5.226950354609929,12,1,0.0
378,67372763,50,863,713,0,1,1,1,1,1,1,1,1,2009-08-20 19:43:56,1,443,0,0.8261877172653534,15,1,0.0
379,67380452,87,365,1936,0,7,1,1,1,1,1,1,1,2009-08-20 20:13:32,1,443,41,5.304109589041096,9,1,0.0
380,67590286,1,195,620,0,0,1,1,1,1,1,1,1,2009-08-21 14:07:56,1,442,0,3.1794871794871793,11,1,0.0
381,67592601,1,113,726,0,0,1,1,1,1,1,1,1,2009-08-21 14:21:12,1,442,0,6.424778761061947,11,1,0.0
382,67592923,1,95,724,0,0,1,1,1,1,1,1,1,2009-08-21 14:22:58,1,442,0,7.621052631578947,10,1,0.0
383,67593743,1,115,737,0,1,1,1,1,1,1,1,1,2009-08-21 14:27:05,1,442,0,6.408695652173913,11,1,0.0
384,67595009,1,191,531,0,0,1,1,1,1,1,1,1,2009-08-21 14:33:53,1,442,0,2.7801047120418847,10,1,0.0
385,67598048,1,199,613,0,0,1,1,1,1,1,1,1,2009-08-21 14:49:43,1,442,0,3.080402010050251,13,1,0.0
386,67598438,1,130,773,0,0,1,1,1,1,1,1,1,2009-08-21 14:51:47,1,442,0,5.946153846153846,9,1,0.0
387,67599641,1,138,539,0,0,1,1,1,1,1,1,1,2009-08-21 14:57:43,1,442,0,3.9057971014492754,12,1,0.0
388,67600513,1,138,528,0,0,1,1,1,1,1,1,1,2009-08-21 15:01:55,1,442,0,3.8260869565217392,11,1,0.0
389,67601742,1,199,539,0,1,1,1,1,1,1,1,1,2009-08-21 15:07:38,1,442,0,2.708542713567839,9,1,0.0
390,67602604,1,168,577,0,0,1,1,1,1,1,1,1,2009-08-21 15:11:32,1,442,0,3.4345238095238093,9,1,0.0
391,67602666,1,193,571,0,1,1,1,1,1,1,1,1,2009-08-21 15:11:53,1,442,0,2.9585492227979273,7,1,0.0
392,67603546,1,179,572,0,0,1,1,1,1,1,1,1,2009-08-21 15:15:55,1,442,0,3.195530726256983,10,1,0.0
393,67603955,1,191,587,0,0,1,1,1,1,1,1,1,2009-08-21 15:17:39,1,442,0,3.073298429319372,10,1,0.0
394,67604511,1,155,554,0,0,1,1,1,1,1,1,1,2009-08-21 15:19:55,1,442,0,3.574193548387097,9,1,0.0
395,67609542,1,174,590,0,0,1,1,1,1,1,1,1,2009-08-21 15:42:27,1,442,0,3.3908045977011496,12,1,0.0
396,67844841,1,106,714,0,0,1,1,1,1,1,1,1,2009-08-22 10:06:09,1,442,0,6.735849056603773,11,1,0.0
397,67845596,1,176,579,0,3,1,1,1,1,1,1,1,2009-08-22 10:11:34,1,442,0,3.289772727272727,11,1,0.0
398,67847516,1,175,541,0,0,1,1,1,1,1,1,1,2009-08-22 10:26:12,1,442,0,3.0914285714285716,10,1,0.0
399,67847720,1,196,587,0,1,1,1,1,1,1,1,1,2009-08-22 10:27:46,1,442,0,2.9948979591836733,9,1,0.0
400,67848204,1,205,586,0,0,1,1,1,1,1,1,1,2009-08-22 10:31:41,1,442,0,2.8585365853658535,11,1,0.0
401,67848632,1,181,591,0,0,1,1,1,1,1,1,1,2009-08-22 10:35:11,1,442,0,3.265193370165746,11,1,0.0
402,67849337,1,180,590,0,1,1,1,1,1,1,1,1,2009-08-22 10:40:59,1,442,0,3.2777777777777777,11,1,0.0
403,67853254,1,83,671,0,0,1,1,1,1,1,1,1,2009-08-22 11:11:36,1,441,0,8.08433734939759,9,1,0.0
404,68087776,1,220,583,0,0,1,1,1,1,1,1,1,2009-08-23 08:14:26,1,441,0,2.65,9,1,0.0
405,68089873,1,182,601,0,0,1,1,1,1,1,1,1,2009-08-23 08:28:42,1,441,0,3.302197802197802,11,1,0.0
406,68094291,1,97,742,0,0,1,1,1,1,1,1,1,2009-08-23 09:01:07,1,441,0,7.649484536082475,11,1,0.0
407,68096615,1,196,634,0,0,1,1,1,1,1,1,1,2009-08-23 09:19:25,1,441,0,3.2346938775510203,9,1,0.0
408,68156668,184,262,1965,0,1,1,1,1,1,1,1,1,2009-08-23 16:38:26,1,440,0,7.5,9,1,0.0
409,68195984,1,56,211,0,1,1,1,1,1,1,1,1,2009-08-23 19:53:24,1,440,0,3.767857142857143,10,1,0.0
410,68198222,1,56,219,0,0,1,1,1,1,1,1,1,2009-08-23 20:03:36,1,440,0,3.9107142857142856,10,1,0.0
411,68202161,1,50,222,0,0,1,1,1,1,1,1,1,2009-08-23 20:21:54,1,440,0,4.44,10,1,0.0
412,68203632,1,64,235,0,0,1,1,1,1,1,1,1,2009-08-23 20:29:00,1,440,0,3.671875,13,1,0.0
413,68246597,30,54,714,0,1,1,1,1,1,1,1,1,2009-08-23 23:55:43,1,440,0,13.222222222222221,13,1,0.0
414,68248735,312,292,635,0,3,1,1,1,1,1,1,1,2009-08-24 00:05:52,1,440,0,2.1746575342465753,7,1,0.0
415,68326477,1,108,708,0,2,1,1,1,1,1,1,1,2009-08-24 06:27:33,1,440,0,6.555555555555555,8,1,0.0
416,68331474,1,204,632,0,0,1,1,1,1,1,1,1,2009-08-24 06:56:39,1,440,0,3.0980392156862746,12,1,0.0
417,68332605,1,115,710,0,1,1,1,1,1,1,1,1,2009-08-24 07:03:35,1,440,0,6.173913043478261,9,1,0.0
418,68333966,1,178,570,0,0,1,1,1,1,1,1,1,2009-08-24 07:12:09,1,440,0,3.202247191011236,9,1,0.0
419,68335725,1,95,701,0,0,1,1,1,1,1,1,1,2009-08-24 07:23:32,1,440,0,7.378947368421053,12,1,0.0
420,68336889,1,199,627,0,0,1,1,1,1,1,1,1,2009-08-24 07:31:11,1,440,0,3.150753768844221,11,1,0.0
421,68338641,1,178,555,0,0,1,1,1,1,1,1,1,2009-08-24 07:43:01,1,440,0,3.1179775280898876,10,1,0.0
422,68918886,1,228,602,0,2,1,1,1,1,1,1,1,2009-08-26 08:53:29,1,438,0,2.6403508771929824,10,1,0.0
423,68923257,1,126,459,0,1,1,1,1,1,1,1,1,2009-08-26 09:24:38,1,438,0,3.642857142857143,11,1,0.0
424,68925748,1,211,604,0,0,1,1,1,1,1,1,1,2009-08-26 09:41:58,1,438,0,2.862559241706161,12,1,0.0
425,68930667,1,226,598,0,1,1,1,1,1,1,1,1,2009-08-26 10:18:05,1,438,0,2.646017699115044,10,1,0.0
426,68932122,1,104,609,0,1,1,1,1,1,1,1,1,2009-08-26 10:28:42,1,438,0,5.855769230769231,10,1,0.0
427,68934868,1,215,633,0,0,1,1,1,1,1,1,1,2009-08-26 10:48:48,1,438,0,2.944186046511628,7,1,0.0
428,69166500,1,67,229,0,0,1,1,1,1,1,1,1,2009-08-27 03:49:57,1,437,0,3.417910447761194,11,1,0.0
429,69166562,1,47,203,0,1,1,1,1,1,1,1,1,2009-08-27 03:50:10,1,437,0,4.319148936170213,13,1,0.0
430,69167109,1,57,213,0,0,1,1,1,1,1,1,1,2009-08-27 03:52:14,1,437,0,3.736842105263158,9,1,0.0
431,69169633,1,52,237,0,0,1,1,1,1,1,1,1,2009-08-27 04:03:00,1,437,0,4.5576923076923075,10,1,0.0
432,69175199,1,51,199,0,0,1,1,1,1,1,1,1,2009-08-27 04:27:09,1,437,0,3.9019607843137254,10,1,0.0
433,69201180,17,2301,2594,5,36,1,1,1,1,1,1,1,2009-08-27 06:31:52,1,437,0,1.127335940895263,15,1,0.0
434,69202294,1,250,661,0,1,1,1,1,1,1,1,1,2009-08-27 06:38:06,1,437,0,2.644,12,1,0.0
435,69203154,1,254,639,0,1,1,1,1,1,1,1,1,2009-08-27 06:42:50,1,437,0,2.515748031496063,9,1,0.0
436,69203454,1,187,605,0,0,1,1,1,1,1,1,1,2009-08-27 06:44:32,1,437,0,3.235294117647059,10,1,0.0
437,69203721,1,108,640,0,1,1,1,1,1,1,1,1,2009-08-27 06:45:59,1,437,0,5.925925925925926,11,1,0.0
438,69203734,1,176,571,0,2,1,1,1,1,1,1,1,2009-08-27 06:46:04,1,437,0,3.2443181818181817,11,1,0.0
439,69204121,1,207,596,0,0,1,1,1,1,1,1,1,2009-08-27 06:48:06,1,437,0,2.8792270531400965,11,1,0.0
440,69214769,1,175,589,0,1,1,1,1,1,1,1,1,2009-08-27 07:49:34,1,437,0,3.3657142857142857,12,1,0.0
441,69218407,1,153,564,0,0,1,1,1,1,1,1,1,2009-08-27 08:11:53,1,437,0,3.6862745098039214,12,1,0.0
442,69218467,1,210,599,0,1,1,1,1,1,1,1,1,2009-08-27 08:12:14,1,437,0,2.8523809523809525,12,1,0.0
443,69218476,1,153,568,0,0,1,1,1,1,1,1,1,2009-08-27 08:12:19,1,437,0,3.712418300653595,11,1,0.0
444,69218933,1,197,577,0,0,1,1,1,1,1,1,1,2009-08-27 08:15:33,1,437,0,2.9289340101522843,8,1,0.0
445,69219253,1,205,592,0,0,1,1,1,1,1,1,1,2009-08-27 08:17:35,1,437,0,2.8878048780487804,11,1,0.0
446,69220675,1,175,589,0,1,1,1,1,1,1,1,1,2009-08-27 08:26:05,1,437,0,3.3657142857142857,13,1,0.0
447,69280475,7,43,461,0,0,1,1,1,1,1,1,1,2009-08-27 14:46:58,1,436,0,10.720930232558139,13,1,0.0
448,69321305,48,685,600,0,3,1,1,1,1,1,1,1,2009-08-27 17:36:42,1,436,0,0.8759124087591241,9,1,0.0
449,69490503,1,67,481,0,0,1,1,1,1,1,1,1,2009-08-28 05:18:35,1,436,0,7.17910447761194,12,1,0.0
450,69490847,1,80,612,0,0,1,1,1,1,1,1,1,2009-08-28 05:20:21,1,436,0,7.65,11,1,0.0
451,69490855,1,69,565,0,1,1,1,1,1,1,1,1,2009-08-28 05:20:22,1,436,0,8.18840579710145,13,1,0.0
452,69492036,1,179,607,0,1,1,1,1,1,1,1,1,2009-08-28 05:26:48,1,436,0,3.3910614525139664,10,1,0.0
453,69492703,1,138,563,0,0,1,1,1,1,1,1,1,2009-08-28 05:30:18,1,436,0,4.079710144927536,11,1,0.0
454,69496874,1,108,703,0,1,1,1,1,1,1,1,1,2009-08-28 05:51:57,1,436,0,6.5092592592592595,10,1,0.0
455,69498134,1,149,594,0,0,1,1,1,1,1,1,1,2009-08-28 05:58:14,1,436,0,3.9865771812080535,14,1,0.0
456,69499582,1,143,568,0,0,1,1,1,1,1,1,1,2009-08-28 06:05:35,1,436,0,3.972027972027972,9,1,0.0
457,69501900,1,175,597,0,1,1,1,1,1,1,1,1,2009-08-28 06:18:14,1,436,0,3.4114285714285715,9,1,0.0
458,69502707,1,178,605,0,0,1,1,1,1,1,1,1,2009-08-28 06:22:18,1,436,0,3.398876404494382,11,1,0.0
459,69503450,1,126,721,0,0,1,1,1,1,1,1,1,2009-08-28 06:26:20,1,436,0,5.722222222222222,11,1,0.0
460,69504535,1,177,583,0,1,1,1,1,1,1,1,1,2009-08-28 06:32:14,1,436,0,3.2937853107344632,13,1,0.0
461,69505028,1,163,580,0,0,1,1,1,1,1,1,1,2009-08-28 06:35:23,1,436,0,3.558282208588957,11,1,0.0
462,69507754,1,113,685,0,0,1,1,1,1,1,1,1,2009-08-28 06:50:20,1,436,0,6.061946902654867,11,1,0.0
463,69509049,1,189,606,0,0,1,1,1,1,1,1,1,2009-08-28 06:57:33,1,436,0,3.2063492063492065,11,1,0.0
464,69509396,1,160,605,0,0,1,1,1,1,1,1,1,2009-08-28 06:59:29,1,436,0,3.78125,9,1,0.0
465,69510341,1,182,582,0,0,1,1,1,1,1,1,1,2009-08-28 07:04:51,1,436,0,3.197802197802198,9,1,0.0
466,69744581,4156,4011,4403,0,13,1,1,1,1,1,1,1,2009-08-29 02:59:09,1,435,155,1.0977312390924956,12,1,0.0
467,69772780,1,139,528,0,0,1,1,1,1,1,1,1,2009-08-29 05:10:37,1,435,0,3.7985611510791366,12,1,0.0
468,69786398,1,111,656,0,0,1,1,1,1,1,1,1,2009-08-29 06:16:23,1,435,0,5.90990990990991,11,1,0.0
469,69908675,75,257,1978,0,4,1,1,1,1,1,1,1,2009-08-29 18:53:18,1,434,0,7.696498054474708,9,1,0.0
470,70071077,8980,373,1319,3,13,1,1,1,1,1,1,1,2009-08-30 09:00:00,1,434,0,3.5361930294906165,10,1,0.0
471,70109707,42,302,815,0,4,1,1,1,1,1,1,1,2009-08-30 14:24:36,1,433,17,2.698675496688742,12,1,0.0
472,70257280,4523,150,1291,0,5,1,1,1,1,1,1,1,2009-08-31 02:28:53,1,433,0,8.606666666666667,9,1,0.0
473,70464419,60,918,750,0,1,1,1,1,1,1,1,1,2009-08-31 20:34:03,1,432,0,0.8169934640522876,11,1,0.0
474,70811875,41,516,1984,0,2,1,1,1,1,1,1,1,2009-09-02 00:55:53,1,431,0,3.8449612403100777,6,1,0.0
475,70852546,30,34,917,0,1,1,1,1,1,1,1,1,2009-09-02 03:57:28,1,431,298,26.970588235294116,12,1,0.0
476,70852880,655,66,167,0,3,1,1,1,1,1,1,1,2009-09-02 03:59:02,1,431,0,2.5303030303030303,12,1,0.0
477,70888376,14,316,990,0,0,1,1,1,1,1,1,1,2009-09-02 07:08:20,1,431,145,3.132911392405063,7,1,0.0
478,70979223,48,388,335,0,5,1,1,1,1,1,1,1,2009-09-02 16:36:13,1,430,0,0.8634020618556701,12,1,0.0
479,70981350,37,270,1955,0,0,1,1,1,1,1,1,1,2009-09-02 16:45:04,1,430,0,7.2407407407407405,11,1,0.0
480,70984080,37,993,1943,0,4,1,1,1,1,1,1,1,2009-09-02 16:56:53,1,430,0,1.9566968781470293,10,1,0.0
481,71222017,34,538,1937,0,5,1,1,1,1,1,1,1,2009-09-03 12:27:43,1,429,140,3.600371747211896,8,1,0.0
482,71301269,49,356,322,0,0,1,1,1,1,1,1,1,2009-09-03 18:56:08,1,429,0,0.9044943820224719,11,1,0.0
483,71328861,140,708,1977,0,2,1,1,1,1,1,1,1,2009-09-03 20:54:16,1,429,0,2.792372881355932,12,1,0.0
484,71476109,1,228,619,0,0,1,1,1,1,1,1,1,2009-09-04 08:57:17,1,429,0,2.7149122807017543,9,1,0.0
485,71476927,1,201,616,0,1,1,1,1,1,1,1,1,2009-09-04 09:03:08,1,429,0,3.0646766169154227,9,1,0.0
486,71478338,1,169,636,0,1,1,1,1,1,1,1,1,2009-09-04 09:12:54,1,429,0,3.7633136094674557,9,1,0.0
487,71479126,1,119,392,0,0,1,1,1,1,1,1,1,2009-09-04 09:18:17,1,429,0,3.2941176470588234,10,1,0.0
488,71564424,15,70,96,0,2,1,1,1,1,1,1,1,2009-09-04 17:42:54,1,428,34,1.3714285714285714,14,1,0.0
489,71756159,2,178,1007,0,0,1,1,1,1,1,1,1,2009-09-05 10:10:42,1,428,0,5.657303370786517,9,1,0.0
490,71760152,2,145,966,0,0,1,1,1,1,1,1,1,2009-09-05 10:42:00,1,428,0,6.662068965517242,8,1,0.0
