,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,location,default_profile,default_profile_image,profile_banner_url,profile_image_url_https,verified,age,in_following_followers,n_number_sname,size_sname,size_description,size_name,in_number_sname,Alvo,n_retweet_mean,n_favorite_mean,n_hashtags_mean,n_urls_mean,n_mentions_mean,media_size_twitter,dp_size_twitter,in_tweets_reply,n_tweet_dia,max_count_tweet_dia,count_dias_tweet,in_tweet_dia
2219,> mil,1318,1502,1,6,1,0,0,0,0,1,0,> 2 years,1.1396054628224583,1,15,55,16,0.06666666666666667,1,0.005,0.03,0.0,0.44,0.0,77.185,19.14125,0,7,8,53,3.7735849056603774
2220,> mil,1179,1401,1,3,1,0,0,0,0,1,0,> 2 years,1.188295165394402,0,15,62,16,0.0,1,0.015,0.025,0.0,0.455,0.0,79.015,19.336799999999997,0,4,7,54,3.7037037037037037
2221,> mil,1223,1337,1,8,1,0,0,0,0,1,0,> 2 years,1.0932134096484056,0,15,65,19,0.0,1,0.015,0.005,0.0,0.475,0.0,81.135,20.519299999999998,0,3,8,61,3.278688524590164
2222,> mil,900,820,1,3,1,0,0,0,0,1,0,> 2 years,0.9111111111111111,0,15,59,13,0.0,1,0.02,0.015,0.0,0.515,0.0,80.065,18.7793,0,6,7,53,3.7735849056603774
2223,> mil,892,1620,1,0,1,0,0,0,0,1,0,> 2 years,1.8161434977578474,0,15,58,12,0.0,1,0.02,0.02,0.0,0.435,0.0,78.995,20.954250000000002,0,4,7,59,3.389830508474576
2224,> mil,925,1569,1,3,1,0,0,0,0,1,0,> 2 years,1.6962162162162162,0,12,58,12,0.0,1,0.0,0.005,0.0,0.5,0.0,80.875,19.7125,0,5,7,56,3.5714285714285716
2225,> mil,888,1372,1,2,1,0,0,0,0,1,0,> 2 years,1.545045045045045,0,15,65,15,0.0,1,0.0,0.0,0.0,0.47,0.0,79.36,20.522,0,6,8,58,3.4482758620689653
2226,> mil,1044,1397,1,4,1,0,0,0,0,1,0,> 2 years,1.3381226053639848,0,14,56,17,0.0,1,0.005,0.01,0.0,0.475,0.0,79.89,20.6325,0,6,10,54,3.7037037037037037
2227,> mil,730,1503,1,16,1,0,0,0,0,1,0,> 2 years,2.058904109589041,1,13,36,12,0.07692307692307693,1,0.005,0.005,0.0,0.43,0.0,83.37,20.6781,0,6,9,48,4.166666666666667
2228,> mil,941,1765,1,7,1,0,0,0,0,1,0,> 2 years,1.875664187035069,0,15,79,19,0.0,1,0.005,0.015,0.0,0.41,0.0,83.605,21.809450000000002,0,3,8,60,3.3333333333333335
2229,> mil,854,1948,1,5,1,0,0,0,0,1,0,> 2 years,2.281030444964871,0,15,45,20,0.0,1,0.0,0.0,0.0,0.48,0.0,82.285,20.811999999999998,0,5,8,55,3.6363636363636362
2230,> mil,1037,1799,1,10,1,0,0,0,0,1,0,> 2 years,1.7348119575699132,0,15,67,19,0.0,1,0.0,0.02,0.0,0.465,0.0,79.655,21.162200000000002,0,4,8,54,3.7037037037037037
2231,> mil,1087,1844,1,7,1,0,0,0,0,1,0,> 2 years,1.6964121435142594,0,15,42,18,0.0,1,0.005,0.02,0.0,0.515,0.0,77.825,19.88525,0,2,10,55,3.6363636363636362
2232,> mil,910,1889,1,10,0,0,0,0,0,1,0,> 2 years,2.075824175824176,0,15,38,20,0.0,1,0.0,0.02,0.0,0.455,0.0,80.195,20.4601,0,4,9,51,3.9215686274509802
2233,> mil,1236,1130,1,19,1,0,0,0,0,1,0,> 2 years,0.9142394822006472,2,14,89,12,0.14285714285714285,1,0.015,0.005,0.0,0.39,0.0,81.84,22.391199999999998,0,6,11,48,4.166666666666667
2234,> mil,1007,1889,1,10,1,0,0,0,0,1,0,> 2 years,1.8758689175769612,0,13,86,11,0.0,1,0.005,0.005,0.0,0.49,0.0,81.02,19.753999999999998,0,3,9,57,3.508771929824561
2235,> mil,712,1997,0,0,1,0,0,0,0,1,0,> 2 years,2.8047752808988764,0,13,106,14,0.0,1,0.015,0.02,0.0,0.465,0.0,81.78,21.8048,0,1,9,51,3.9215686274509802
2236,> mil,823,1736,1,2,1,0,0,0,0,1,0,> 2 years,2.109356014580802,1,10,51,11,0.1,1,0.01,0.015,0.0,0.465,0.0,81.045,20.464900000000004,0,7,8,54,3.7037037037037037
2237,> mil,1018,1943,1,6,1,0,0,0,0,1,0,> 2 years,1.9086444007858545,1,14,48,13,0.07142857142857142,1,0.005,0.01,0.0,0.5,0.0,79.025,20.95,0,2,8,50,4.0
2238,> mil,768,1690,1,2,1,0,0,0,0,1,0,> 2 years,2.2005208333333335,0,12,61,8,0.0,1,0.01,0.015,0.0,0.485,0.0,79.905,19.18505,0,8,8,47,4.25531914893617
2239,> mil,1270,1745,1,5,1,0,0,0,1,1,0,> 2 years,1.374015748031496,0,13,34,16,0.0,1,0.0,0.01,0.0,0.43,0.0,78.275,20.419,0,4,11,58,3.4482758620689653
2240,> mil,924,1996,1,6,1,0,0,0,0,1,0,> 2 years,2.16017316017316,0,14,44,16,0.0,1,0.005,0.01,0.0,0.415,0.0,81.13,20.283399999999997,0,6,8,53,3.7735849056603774
2241,> mil,785,1824,0,15,1,0,0,0,0,1,0,> 2 years,2.3235668789808916,0,15,122,15,0.0,1,0.005,0.035,0.0,0.49,0.0,81.07,21.0154,0,3,10,51,3.9215686274509802
2242,> mil,866,1584,0,4,1,0,0,0,0,1,0,> 2 years,1.8290993071593533,0,15,95,18,0.0,1,0.005,0.01,0.0,0.465,0.0,79.95,20.1605,0,4,8,57,3.508771929824561
2243,> mil,970,1528,1,1,1,0,0,0,0,1,0,> 2 years,1.5752577319587628,0,8,50,11,0.0,1,0.0,0.01,0.0,0.47,0.0,80.17,20.285700000000002,0,5,10,63,3.1746031746031744
2244,> mil,1296,1327,0,9,1,0,1,0,0,1,0,> 2 years,1.0239197530864197,1,11,77,11,0.09090909090909091,1,0.0,0.015,0.0,0.455,0.0,85.19,22.418000000000003,0,2,8,51,3.9215686274509802
2245,> mil,1335,1260,1,10,1,0,0,0,0,1,0,> 2 years,0.9438202247191011,1,15,53,15,0.06666666666666667,1,0.005,0.02,0.0,0.39,0.0,82.06,20.957200000000004,0,11,11,59,3.389830508474576
2246,> mil,1286,1553,1,2,1,0,0,0,0,1,0,> 2 years,1.2076205287713841,0,14,86,10,0.0,1,0.005,0.01,0.0,0.44,0.0,81.495,22.054299999999998,0,7,8,53,3.7735849056603774
2247,> mil,1064,1644,1,2,1,0,0,0,0,1,0,> 2 years,1.5451127819548873,0,15,86,12,0.0,1,0.01,0.015,0.0,0.505,0.0,77.905,20.2698,0,4,6,68,2.9411764705882355
2248,> mil,820,1612,1,4,1,0,0,0,0,1,0,> 2 years,1.9658536585365853,0,13,86,10,0.0,1,0.02,0.01,0.0,0.49,0.0,79.795,19.54425,0,4,8,59,3.389830508474576
2249,> mil,966,1608,1,2,1,0,0,0,0,1,0,> 2 years,1.6645962732919255,0,15,86,12,0.0,1,0.0,0.005,0.0,0.435,0.0,81.62,20.7044,0,3,8,55,3.6363636363636362
2250,> mil,786,1686,1,1,1,0,0,0,0,1,0,> 2 years,2.145038167938931,0,15,86,13,0.0,1,0.0,0.01,0.0,0.455,0.0,78.26,19.884999999999998,0,7,11,51,3.9215686274509802
2251,> mil,1029,1632,1,3,1,0,0,0,0,1,0,> 2 years,1.58600583090379,0,15,86,18,0.0,1,0.015,0.01,0.0,0.435,0.0,85.23,22.954500000000003,0,8,9,54,3.7037037037037037
2252,> mil,725,1959,1,7,1,0,0,0,0,1,0,> 2 years,2.7020689655172414,0,15,86,16,0.0,1,0.005,0.02,0.0,0.455,0.0,80.145,21.431099999999997,0,6,8,51,3.9215686274509802
2253,> mil,1021,1850,1,3,1,0,0,0,0,1,0,> 2 years,1.811949069539667,0,13,85,9,0.0,1,0.0,0.0,0.0,0.445,0.0,81.51,21.062200000000004,0,8,8,55,3.6363636363636362
2254,> mil,866,1509,1,3,1,0,0,0,0,1,0,> 2 years,1.7424942263279446,0,11,86,14,0.0,1,0.005,0.01,0.0,0.455,0.0,81.08,21.189999999999994,0,3,9,59,3.389830508474576
2255,> mil,1148,1997,1,1,1,0,0,0,0,1,0,> 2 years,1.7395470383275262,2,13,58,12,0.15384615384615385,1,0.005,0.045,0.0,0.445,0.0,82.3,22.125,0,5,10,53,3.7735849056603774
2256,> mil,1345,1863,1,4,1,0,0,0,0,1,0,> 2 years,1.3851301115241637,1,12,41,12,0.08333333333333333,1,0.02,0.01,0.0,0.425,0.0,78.965,19.949749999999998,0,4,9,51,3.9215686274509802
2257,> mil,1065,1999,1,9,1,0,0,0,0,1,0,> 2 years,1.8769953051643193,0,15,86,14,0.0,1,0.01,0.01,0.0,0.415,0.0,80.695,22.058400000000002,0,2,9,56,3.5714285714285716
2258,> mil,842,1780,1,2,1,0,0,0,0,1,0,> 2 years,2.1140142517814726,0,15,37,16,0.0,1,0.005,0.015,0.0,0.475,0.0,83.115,21.864549999999998,0,4,8,57,3.508771929824561
2259,> mil,654,1756,1,2,1,0,0,0,0,1,0,> 2 years,2.685015290519878,0,14,86,14,0.0,1,0.005,0.025,0.0,0.455,0.0,77.865,19.710700000000003,0,5,9,54,3.7037037037037037
2260,> mil,822,1822,1,2,1,0,0,0,0,1,0,> 2 years,2.21654501216545,0,15,86,15,0.0,1,0.0,0.015,0.0,0.46,0.0,84.795,21.070149999999998,0,3,8,57,3.508771929824561
2261,> mil,768,1802,1,2,1,0,0,0,0,1,0,> 2 years,2.3463541666666665,0,15,86,19,0.0,1,0.005,0.015,0.0,0.475,0.0,78.98,20.166800000000002,0,7,8,57,3.508771929824561
2262,> mil,623,1558,0,3,1,0,0,0,0,1,0,> 2 years,2.5008025682182984,1,9,86,10,0.1111111111111111,1,0.0,0.0,0.0,0.38,0.0,80.73,21.3895,0,6,10,54,3.7037037037037037
2263,> mil,752,1234,1,9,0,0,0,0,0,1,0,> 2 years,1.6409574468085106,1,11,86,12,0.09090909090909091,1,0.015,0.125,0.0,0.46,0.0,79.54,21.1518,0,2,9,49,4.081632653061225
2264,> mil,946,1696,0,5,1,0,0,0,0,1,0,> 2 years,1.7928118393234673,1,8,86,9,0.125,1,0.005,0.01,0.0,0.455,0.0,78.22,20.3962,0,7,8,54,3.7037037037037037
2265,> mil,873,1796,1,5,1,0,0,0,0,1,0,> 2 years,2.0572737686139746,1,13,85,14,0.07692307692307693,1,0.0,0.005,0.0,0.47,0.0,77.445,18.95955,0,4,7,47,4.25531914893617
2266,> mil,703,1591,1,0,1,0,0,0,0,1,0,> 2 years,2.263157894736842,1,9,86,12,0.1111111111111111,1,0.005,0.02,0.0,0.5,0.0,78.09,18.328000000000003,0,5,12,52,3.8461538461538463
2267,> mil,915,1735,1,0,1,0,0,0,0,1,0,> 2 years,1.8961748633879782,1,11,86,12,0.09090909090909091,1,0.005,0.015,0.0,0.425,0.0,82.265,21.20535,0,4,9,50,4.0
2268,> mil,899,1804,1,1,1,0,1,0,0,1,0,> 2 years,2.006674082313682,1,15,86,20,0.06666666666666667,1,0.005,0.01,0.0,0.47,0.0,81.835,20.80015,0,7,8,51,3.9215686274509802
2269,> mil,895,1794,1,2,1,0,0,0,0,1,0,> 2 years,2.004469273743017,1,14,86,15,0.07142857142857142,1,0.0,0.025,0.0,0.49,0.0,80.24,19.916,0,4,10,47,4.25531914893617
2270,> mil,880,1641,1,3,0,0,0,0,0,1,0,> 2 years,1.8647727272727272,1,10,23,11,0.1,1,0.01,0.01,0.0,0.45,0.0,79.135,20.410099999999996,0,5,9,51,3.9215686274509802
2271,> mil,1007,1241,1,6,1,0,0,0,0,1,0,> 2 years,1.2323733862959285,0,11,86,16,0.0,1,0.005,0.015,0.0,0.465,0.0,81.395,21.83215,0,6,7,53,3.7735849056603774
2272,> mil,774,1991,1,2,1,0,0,0,0,1,0,> 2 years,2.5723514211886305,3,9,86,7,0.3333333333333333,1,0.0,0.01,0.0,0.46,0.0,79.22,19.500799999999998,0,4,9,52,3.8461538461538463
2273,> mil,1215,733,0,7,1,0,0,0,0,1,0,> 2 years,0.6032921810699589,0,15,84,15,0.0,1,0.01,0.025,0.0,0.465,0.0,79.32,21.5884,0,5,8,48,4.166666666666667
2274,> mil,881,1685,1,6,1,0,0,0,0,1,0,> 2 years,1.9125993189557322,0,15,86,19,0.0,1,0.005,0.01,0.0,0.475,0.0,82.525,21.47,0,3,8,48,4.166666666666667
2275,> mil,738,1420,1,4,1,0,0,0,0,1,0,> 2 years,1.924119241192412,0,14,86,16,0.0,1,0.015,0.01,0.0,0.445,0.0,82.06,23.4696,0,5,10,46,4.3478260869565215
2276,> mil,709,1659,1,4,1,0,0,0,0,1,0,> 2 years,2.3399153737658676,0,15,86,17,0.0,1,0.01,0.01,0.0,0.395,0.0,81.55,21.895,0,5,10,48,4.166666666666667
2277,> mil,1155,875,1,1,1,0,0,0,0,1,0,> 2 years,0.7575757575757576,0,12,84,14,0.0,1,0.0,0.005,0.0,0.475,0.0,82.94,22.252200000000002,0,5,9,52,3.8461538461538463
2278,> mil,966,1937,1,3,1,0,0,0,0,1,0,> 2 years,2.005175983436853,3,13,86,12,0.23076923076923078,1,0.005,0.015,0.0,0.43,0.0,83.235,22.6426,0,2,9,55,3.6363636363636362
2279,> mil,877,1995,1,6,1,0,0,0,0,1,0,> 2 years,2.274800456100342,1,11,84,12,0.09090909090909091,1,0.005,0.01,0.0,0.43,0.0,79.355,21.073750000000004,0,4,11,52,3.8461538461538463
2280,> mil,1006,1196,1,3,1,0,0,0,0,1,0,> 2 years,1.1888667992047715,1,14,86,15,0.07142857142857142,1,0.01,0.015,0.0,0.435,0.0,81.23,21.330600000000004,0,11,11,53,3.7735849056603774
2281,> mil,1238,1902,1,3,1,0,1,0,0,1,0,> 2 years,1.5363489499192247,1,12,21,12,0.08333333333333333,1,0.01,0.045,0.0,0.44,0.0,79.09,19.928,0,6,9,51,3.9215686274509802
2282,> mil,830,1861,1,3,1,0,0,0,0,1,0,> 2 years,2.242168674698795,0,15,86,19,0.0,1,0.01,0.05,0.0,0.425,0.0,80.96,21.761999999999997,0,2,5,105,1.9047619047619047
2283,> mil,737,1750,0,1,1,0,0,0,0,1,0,> 2 years,2.37449118046133,1,11,86,12,0.09090909090909091,1,0.005,0.005,0.0,0.485,0.0,78.565,20.553649999999998,0,3,8,52,3.8461538461538463
2284,> mil,1310,1801,0,5,1,0,0,0,0,1,0,> 2 years,1.3748091603053436,0,15,86,20,0.0,1,0.025,0.025,0.0,0.43,0.0,81.225,21.405499999999996,0,2,9,57,3.508771929824561
2285,> mil,734,1486,0,5,1,0,0,0,0,1,0,> 2 years,2.024523160762943,1,9,86,9,0.1111111111111111,1,0.015,0.015,0.0,0.4,0.0,81.325,21.087,0,3,8,53,3.7735849056603774
2286,> mil,1218,795,0,8,1,0,0,0,0,1,0,> 2 years,0.6527093596059114,0,12,86,15,0.0,1,0.0,0.005,0.0,0.45,0.0,77.795,19.3063,0,2,10,52,3.8461538461538463
2287,> mil,181,1788,0,2,1,0,1,0,0,1,0,> 2 years,9.878453038674033,0,12,26,13,0.0,1,0.0,0.01,0.0,0.49,0.0,79.915,21.06395,0,9,13,52,3.8461538461538463
2288,> mil,169,1736,0,2,1,0,0,0,0,1,0,> 2 years,10.272189349112425,0,9,31,10,0.0,1,0.005,0.035,0.0,0.41,0.0,81.505,18.395699999999998,0,3,10,55,3.6363636363636362
2289,> mil,222,1725,0,8,1,0,0,0,0,1,0,> 2 years,7.77027027027027,0,14,26,11,0.0,1,0.01,0.025,0.0,0.52,0.0,79.165,19.11975,0,5,8,53,3.7735849056603774
2290,> mil,240,1852,0,0,1,0,0,0,0,1,0,> 2 years,7.716666666666667,0,12,17,13,0.0,1,0.01,0.035,0.0,0.51,0.0,76.685,19.48625,0,2,8,55,3.6363636363636362
2291,> mil,1207,1828,1,2,1,0,0,0,0,1,0,> 2 years,1.5144987572493787,0,9,60,10,0.0,1,0.005,0.01,0.0,0.39,0.0,82.885,21.291999999999998,0,5,8,58,3.4482758620689653
2292,> mil,1117,1997,1,6,1,0,0,0,0,1,0,> 2 years,1.7878245299910474,0,15,159,15,0.0,1,0.0,0.035,0.0,0.455,0.0,80.76,19.9136,0,5,9,53,3.7735849056603774
2293,> mil,947,1893,0,8,1,0,0,0,0,1,0,> 2 years,1.9989440337909188,0,15,29,12,0.0,1,0.0,0.015,0.0,0.37,0.0,81.355,21.525350000000003,0,2,10,54,3.7037037037037037
2294,> mil,911,1919,1,4,1,0,0,0,0,1,0,> 2 years,2.106476399560922,0,12,38,9,0.0,1,0.01,0.025,0.0,0.475,0.0,80.69,20.7049,0,9,11,54,3.7037037037037037
2295,> mil,1341,1717,1,5,1,0,0,0,0,1,0,> 2 years,1.2803877703206563,0,10,76,11,0.0,1,0.015,0.005,0.0,0.51,0.0,78.905,20.52315,0,4,8,52,3.8461538461538463
2296,> mil,1357,1247,1,7,1,0,0,0,0,1,0,> 2 years,0.9189388356669123,0,8,11,10,0.0,1,0.025,0.04,0.0,0.455,0.0,78.37,20.4577,0,3,8,52,3.8461538461538463
2297,> mil,953,1248,2,28,1,1,0,0,1,1,0,> 2 years,1.3095487932843652,0,11,40,12,0.0,1,0.28,0.475,0.64,0.42,1.185,83.83,23.8589,141,3,7,107,1.8691588785046729
2298,> mil,889,1506,1,0,1,0,0,0,0,1,0,> 2 years,1.6940382452193476,1,15,65,19,0.06666666666666667,1,0.005,0.02,0.0,0.455,0.0,82.35,23.785999999999998,0,8,9,53,3.7735849056603774
2299,> mil,1182,1327,0,4,1,0,0,0,0,1,0,> 2 years,1.122673434856176,1,11,41,11,0.09090909090909091,1,0.0,0.02,0.0,0.375,0.0,83.355,23.1518,0,7,11,51,3.9215686274509802
2300,> mil,1105,1561,0,2,1,0,0,0,0,1,0,> 2 years,1.4126696832579186,0,9,40,10,0.0,1,0.005,0.02,0.0,0.48,0.0,78.22,21.1706,0,5,9,53,3.7735849056603774
2301,> mil,890,1703,0,2,1,0,0,0,0,1,0,> 2 years,1.9134831460674158,1,7,41,6,0.14285714285714285,1,0.0,0.005,0.0,0.415,0.0,78.75,21.9825,0,7,8,51,3.9215686274509802
2302,> mil,711,1744,0,3,1,0,0,0,0,1,0,> 2 years,2.4528832630098454,1,15,38,15,0.06666666666666667,1,0.005,0.005,0.0,0.49,0.0,78.01,19.342100000000002,0,8,12,52,3.8461538461538463
2303,> mil,1047,1839,1,3,1,0,0,0,0,1,0,> 2 years,1.7564469914040115,1,11,38,11,0.09090909090909091,1,0.01,0.01,0.0,0.485,0.0,78.83,19.9128,0,6,8,50,4.0
2304,> mil,509,1286,1,8,1,0,1,0,0,1,0,> 2 years,2.5265225933202355,1,15,20,18,0.06666666666666667,1,0.005,0.005,0.0,0.45,0.0,78.39,18.836299999999998,0,5,9,49,4.081632653061225
2305,> mil,865,1481,1,3,1,0,1,0,0,1,0,> 2 years,1.7121387283236995,2,11,24,9,0.18181818181818182,1,0.0,0.01,0.0,0.44,0.0,82.78,20.1336,0,3,10,48,4.166666666666667
2306,> mil,235,229,10,3,1,1,1,0,0,1,0,> 2 years,0.9744680851063829,0,10,153,19,0.0,1,0.16,0.0,0.055,0.025,0.06,103.435,30.9289,7,3,4,158,1.2658227848101267
2307,> mil,14383,3,0,1,1,1,0,0,1,1,0,> 2 years,0.00020857957310714038,0,15,0,18,0.0,1,0.01,0.005,1.515,0.715,0.245,112.17,20.955599999999993,6,6,10,41,4.878048780487805
2308,> mil,2951,3054,0,24,1,1,0,0,0,1,0,> 2 years,1.034903422568621,0,14,27,13,0.0,1,0.01,0.015,0.01,0.71,0.705,88.29,17.0471,0,7,16,32,6.25
2309,> mil,856,1591,1507,2,1,1,0,0,0,1,0,> 2 years,1.858644859813084,0,13,0,13,0.0,1,0.05,0.045,0.275,0.34,0.0,95.19,21.3129,0,3,7,76,2.6315789473684212
2310,> mil,464136,37217,2771,452,1,1,0,0,1,1,0,> 2 years,0.08018554906320562,0,14,133,18,0.0,1,4.735,0.815,1.77,0.515,1.065,103.325,27.691999999999997,13,29,38,10,20.0
2311,> mil,555,1386,1,5,1,0,0,0,0,1,0,> 2 years,2.497297297297297,0,13,35,10,0.0,1,0.0,0.01,0.0,0.42,0.0,82.44,21.2948,0,4,8,54,3.7037037037037037
2312,> mil,782,1893,1,2,1,0,0,0,0,1,0,> 2 years,2.420716112531969,0,12,94,13,0.0,1,0.04,0.03,0.0,0.435,0.0,81.805,21.031350000000003,0,6,8,52,3.8461538461538463
2313,> mil,745,1632,1,1,1,0,0,0,0,1,0,> 2 years,2.1906040268456377,0,10,59,11,0.0,1,0.01,0.01,0.0,0.475,0.0,80.145,20.22255,0,5,7,55,3.6363636363636362
2314,> mil,730,1453,1,8,1,0,0,0,0,1,0,> 2 years,1.9904109589041097,0,10,50,11,0.0,1,0.0,0.02,0.0,0.465,0.0,82.575,22.656999999999996,0,4,10,54,3.7037037037037037
2315,> mil,774,1587,1,1,1,0,0,0,0,1,0,> 2 years,2.050387596899225,0,9,96,10,0.0,1,0.0,0.025,0.0,0.5,0.0,80.375,19.24,0,9,9,55,3.6363636363636362
2316,> mil,681,1268,0,1,1,0,0,0,0,1,0,> 2 years,1.8619676945668135,0,9,45,10,0.0,1,0.0,0.005,0.0,0.455,0.0,82.75,21.4425,0,5,7,57,3.508771929824561
2317,> mil,596,1304,1,1,1,0,0,0,0,1,0,> 2 years,2.1879194630872485,0,12,75,13,0.0,1,0.015,0.015,0.0,0.51,0.0,79.9,18.248,0,4,7,55,3.6363636363636362
2318,> mil,953,1648,1,7,1,0,0,0,0,1,0,> 2 years,1.7292759706190977,0,13,61,14,0.0,1,0.005,0.035,0.0,0.415,0.0,82.04,22.11,0,6,9,53,3.7735849056603774
2319,> mil,728,1555,1,5,1,0,0,0,0,1,0,> 2 years,2.135989010989011,0,15,66,16,0.0,1,0.005,0.025,0.0,0.46,0.0,82.895,21.030299999999997,0,6,8,54,3.7037037037037037
2320,> mil,649,1564,1,5,1,0,0,0,0,1,0,> 2 years,2.4098613251155623,0,14,62,15,0.0,1,0.0,0.005,0.0,0.43,0.0,78.85,22.006999999999998,0,4,9,55,3.6363636363636362
2321,> mil,824,1479,1,7,1,0,0,0,0,1,0,> 2 years,1.7949029126213591,4,15,59,18,0.26666666666666666,1,0.01,0.01,0.0,0.46,0.0,81.215,21.17295,0,5,8,50,4.0
2322,> mil,225,301,3,6,1,1,1,0,1,1,0,> 2 years,1.3377777777777777,0,10,119,10,0.0,1,0.605,0.035,0.035,0.835,0.13,87.34,18.817,0,2,4,149,1.342281879194631
2323,> mil,1102,2001,2,5,1,0,0,0,0,1,0,> 2 years,1.8157894736842106,1,9,27,9,0.1111111111111111,1,0.0,0.01,0.0,0.465,0.0,81.315,21.008549999999996,0,5,9,51,3.9215686274509802
2324,> mil,1347,1687,1,8,1,0,0,0,0,1,0,> 2 years,1.2524127691165554,0,9,40,10,0.0,1,0.005,0.015,0.0,0.485,0.0,81.705,20.364849999999997,0,3,10,53,3.7735849056603774
2325,> mil,1423,1495,0,9,1,0,0,0,0,1,0,> 2 years,1.050597329585383,0,10,69,11,0.0,1,0.01,0.025,0.0,0.44,0.0,84.265,21.934749999999998,0,5,10,50,4.0
2326,> mil,1342,932,1,7,1,0,0,0,0,1,0,> 2 years,0.6944858420268256,0,9,52,10,0.0,1,0.015,0.01,0.0,0.405,0.0,81.66,21.6752,0,5,9,51,3.9215686274509802
2327,> mil,1229,1953,1,2,1,0,0,0,0,1,0,> 2 years,1.5890968266883645,0,10,32,10,0.0,1,0.015,0.02,0.0,0.475,0.0,78.605,20.746000000000002,0,4,9,51,3.9215686274509802
2328,> mil,1338,869,1,6,1,0,0,0,0,1,0,> 2 years,0.6494768310911808,0,13,26,10,0.0,1,0.015,0.015,0.0,0.47,0.0,77.545,19.344900000000003,0,7,7,51,3.9215686274509802
2329,> mil,1209,1973,0,9,0,0,0,0,0,1,0,> 2 years,1.6319272125723738,0,12,54,13,0.0,1,0.005,0.0,0.0,0.45,0.0,79.91,22.051899999999996,0,5,11,55,3.6363636363636362
2330,> mil,1395,1650,0,14,0,0,0,0,0,1,0,> 2 years,1.1827956989247312,0,12,54,13,0.0,1,0.005,0.005,0.0,0.405,0.0,85.35,21.762499999999996,0,5,7,56,3.5714285714285716
2331,> mil,693,1994,0,8,1,0,0,0,0,1,0,> 2 years,2.8773448773448775,0,12,43,12,0.0,1,0.015,0.02,0.0,0.515,0.0,79.7,21.250999999999998,0,5,8,54,3.7037037037037037
2332,> mil,590,1232,0,3,0,0,0,0,0,1,0,> 2 years,2.088135593220339,0,9,23,10,0.0,1,0.01,0.02,0.0,0.415,0.0,81.81,20.4658,0,3,9,52,3.8461538461538463
2333,> mil,920,1764,1,2,0,0,0,0,0,1,0,> 2 years,1.9173913043478261,1,15,38,16,0.06666666666666667,1,0.01,0.02,0.0,0.49,0.0,84.585,22.35785,0,6,7,52,3.8461538461538463
2334,> mil,556,1481,1,0,0,0,0,0,0,1,0,> 2 years,2.6636690647482015,1,15,12,16,0.06666666666666667,1,0.015,0.0,0.0,0.42,0.005,77.84,19.906,0,5,5,93,2.150537634408602
2335,> mil,323,1887,1,4,0,0,0,0,0,1,0,> 2 years,5.842105263157895,1,15,38,16,0.06666666666666667,1,0.01,0.015,0.0,0.47,0.0,80.775,21.455750000000002,0,4,8,55,3.6363636363636362
2336,> mil,654,1877,1,1,0,0,0,0,0,1,0,> 2 years,2.8700305810397553,0,14,43,16,0.0,1,0.0,0.02,0.0,0.49,0.0,78.905,18.4003,0,3,8,59,3.389830508474576
2337,> mil,1048,1872,1,5,0,0,0,0,0,1,0,> 2 years,1.786259541984733,0,12,32,13,0.0,1,0.03,0.02,0.0,0.4,0.0,81.1,21.732,0,7,9,48,4.166666666666667
2338,> mil,324,1854,1,2,0,0,0,0,0,1,0,> 2 years,5.722222222222222,1,13,61,13,0.07692307692307693,1,0.0,0.005,0.0,0.48,0.0,84.555,23.508249999999997,0,8,9,46,4.3478260869565215
2339,> mil,920,1840,1,5,0,0,0,0,0,1,0,> 2 years,2.0,0,9,63,15,0.0,1,0.01,0.005,0.0,0.42,0.0,81.8,22.648000000000003,0,7,12,51,3.9215686274509802
2340,> mil,700,1595,1,1,0,0,0,0,0,1,0,> 2 years,2.2785714285714285,0,15,56,16,0.0,1,0.005,0.005,0.0,0.505,0.0,81.89,19.811299999999996,0,5,9,54,3.7037037037037037
2341,> mil,784,1946,0,10,0,0,0,0,0,1,0,> 2 years,2.482142857142857,0,14,59,14,0.0,1,0.015,0.02,0.0,0.39,0.0,81.235,23.732000000000003,0,6,8,52,3.8461538461538463
2342,> mil,670,1259,0,12,0,0,0,0,0,1,0,> 2 years,1.8791044776119403,0,14,66,14,0.0,1,0.02,0.005,0.0,0.465,0.0,80.995,19.6845,0,2,7,55,3.6363636363636362
2343,> mil,901,1727,0,16,0,0,0,0,0,1,0,> 2 years,1.9167591564927857,0,15,79,16,0.0,1,0.0,0.025,0.0,0.44,0.0,84.43,22.1659,0,13,13,52,3.8461538461538463
2344,> mil,857,1607,1,12,0,0,0,0,0,1,0,> 2 years,1.8751458576429405,1,13,54,13,0.07692307692307693,1,0.005,0.015,0.0,0.5,0.0,79.0,21.94,0,4,8,62,3.225806451612903
2345,> mil,539,1114,0,10,0,0,0,0,0,1,0,> 2 years,2.066790352504638,0,15,59,15,0.0,1,0.005,0.0,0.0,0.375,0.0,80.385,20.97505,0,2,10,54,3.7037037037037037
2346,> mil,1222,843,1,9,0,0,0,0,0,1,0,> 2 years,0.6898527004909983,0,9,72,9,0.0,1,0.01,0.01,0.0,0.49,0.0,79.28,19.1616,0,6,9,51,3.9215686274509802
